همه ایرادات qpedia.ir — 2026-09-21 — 1725 مورد — قابل کپی
فرمت: [severity] code | slug | title | location | evidence | fix
[low] C11 | post-quantum-cryptography | بدون بخش جمع‌بندی | loc:تیترها | ev: | fix:پایان‌بندی انسانی و روشن داشته باشید
[low] C11 | proton-neutron-quark-structure | بدون بخش جمع‌بندی | loc:تیترها | ev: | fix:پایان‌بندی انسانی و روشن داشته باشید
[low] C11 | q-day | بدون بخش جمع‌بندی | loc:تیترها | ev: | fix:پایان‌بندی انسانی و روشن داشته باشید
[low] C11 | qbism | بدون بخش جمع‌بندی | loc:تیترها | ev: | fix:پایان‌بندی انسانی و روشن داشته باشید
[low] C11 | quantum-ai-marketing-hype | بدون بخش جمع‌بندی | loc:تیترها | ev: | fix:پایان‌بندی انسانی و روشن داشته باشید
[low] C11 | quantum-analogy-exercise-boundary | بدون بخش جمع‌بندی | loc:تیترها | ev: | fix:پایان‌بندی انسانی و روشن داشته باشید
[low] C11 | quantum-annealing-dwave | بدون بخش جمع‌بندی | loc:تیترها | ev: | fix:پایان‌بندی انسانی و روشن داشته باشید
[low] C11 | quantum-battery | بدون بخش جمع‌بندی | loc:تیترها | ev: | fix:پایان‌بندی انسانی و روشن داشته باشید
[low] C11 | quantum-career-future-learn | بدون بخش جمع‌بندی | loc:تیترها | ev: | fix:پایان‌بندی انسانی و روشن داشته باشید
[low] C11 | quantum-century-2025 | بدون بخش جمع‌بندی | loc:تیترها | ev: | fix:پایان‌بندی انسانی و روشن داشته باشید
[low] C11 | quantum-chemistry | بدون بخش جمع‌بندی | loc:تیترها | ev: | fix:پایان‌بندی انسانی و روشن داشته باشید
[low] C11 | quantum-computer-reality | بدون بخش جمع‌بندی | loc:تیترها | ev: | fix:پایان‌بندی انسانی و روشن داشته باشید
[low] C11 | quantum-darwinism | بدون بخش جمع‌بندی | loc:تیترها | ev: | fix:پایان‌بندی انسانی و روشن داشته باشید
[low] C11 | quantum-dots-displays | بدون بخش جمع‌بندی | loc:تیترها | ev: | fix:پایان‌بندی انسانی و روشن داشته باشید
[low] C11 | quantum-eraser | بدون بخش جمع‌بندی | loc:تیترها | ev: | fix:پایان‌بندی انسانی و روشن داشته باشید
[low] C11 | quantum-fivefold-mental-map | بدون بخش جمع‌بندی | loc:تیترها | ev: | fix:پایان‌بندی انسانی و روشن داشته باشید
[low] C11 | quantum-fluctuations-cosmos | بدون بخش جمع‌بندی | loc:تیترها | ev: | fix:پایان‌بندی انسانی و روشن داشته باشید
[low] C11 | quantum-free-will | بدون بخش جمع‌بندی | loc:تیترها | ev: | fix:پایان‌بندی انسانی و روشن داشته باشید
[low] C11 | quantum-gravity | بدون بخش جمع‌بندی | loc:تیترها | ev: | fix:پایان‌بندی انسانی و روشن داشته باشید
[low] C11 | quantum-healing-debunked | بدون بخش جمع‌بندی | loc:تیترها | ev: | fix:پایان‌بندی انسانی و روشن داشته باشید
[low] C11 | quantum-hype-bubble | بدون بخش جمع‌بندی | loc:تیترها | ev: | fix:پایان‌بندی انسانی و روشن داشته باشید
[low] C11 | quantum-illumination | بدون بخش جمع‌بندی | loc:تیترها | ev: | fix:پایان‌بندی انسانی و روشن داشته باشید
[low] C11 | quantum-immortality | بدون بخش جمع‌بندی | loc:تیترها | ev: | fix:پایان‌بندی انسانی و روشن داشته باشید
[low] C11 | quantum-internet-satellite | بدون بخش جمع‌بندی | loc:تیترها | ev: | fix:پایان‌بندی انسانی و روشن داشته باشید
[low] C11 | quantum-interpretation-debate | بدون بخش جمع‌بندی | loc:تیترها | ev: | fix:پایان‌بندی انسانی و روشن داشته باشید
[low] C11 | quantum-learning-resources | بدون بخش جمع‌بندی | loc:تیترها | ev: | fix:پایان‌بندی انسانی و روشن داشته باشید
[low] C11 | quantum-long-term-memory | بدون بخش جمع‌بندی | loc:تیترها | ev: | fix:پایان‌بندی انسانی و روشن داشته باشید
[low] C11 | quantum-machine-learning | بدون بخش جمع‌بندی | loc:تیترها | ev: | fix:پایان‌بندی انسانی و روشن داشته باشید
[low] C11 | quantum-memory | بدون بخش جمع‌بندی | loc:تیترها | ev: | fix:پایان‌بندی انسانی و روشن داشته باشید
[low] C11 | quantum-navigation | بدون بخش جمع‌بندی | loc:تیترها | ev: | fix:پایان‌بندی انسانی و روشن داشته باشید
[low] C11 | quantum-physics-in-movies-ant-man | بدون بخش جمع‌بندی | loc:تیترها | ev: | fix:پایان‌بندی انسانی و روشن داشته باشید
[low] C11 | quantum-physics-vs-quantum-mechanics | بدون بخش جمع‌بندی | loc:تیترها | ev: | fix:پایان‌بندی انسانی و روشن داشته باشید
[low] C11 | quantum-radar | بدون بخش جمع‌بندی | loc:تیترها | ev: | fix:پایان‌بندی انسانی و روشن داشته باشید
[low] C11 | quantum-random-number-generator | بدون بخش جمع‌بندی | loc:تیترها | ev: | fix:پایان‌بندی انسانی و روشن داشته باشید
[low] C11 | quantum-realism | بدون بخش جمع‌بندی | loc:تیترها | ev: | fix:پایان‌بندی انسانی و روشن داشته باشید
[low] C11 | quantum-repeater | بدون بخش جمع‌بندی | loc:تیترها | ev: | fix:پایان‌بندی انسانی و روشن داشته باشید
[low] C11 | quantum-sensors | بدون بخش جمع‌بندی | loc:تیترها | ev: | fix:پایان‌بندی انسانی و روشن داشته باشید
[low] C11 | quantum-spin-liquid | بدون بخش جمع‌بندی | loc:تیترها | ev: | fix:پایان‌بندی انسانی و روشن داشته باشید
[low] C11 | quantum-teleportation | بدون بخش جمع‌بندی | loc:تیترها | ev: | fix:پایان‌بندی انسانی و روشن داشته باشید
[low] C11 | quantum-thermodynamics | بدون بخش جمع‌بندی | loc:تیترها | ev: | fix:پایان‌بندی انسانی و روشن داشته باشید
[low] C11 | quantum-time-travel | بدون بخش جمع‌بندی | loc:تیترها | ev: | fix:پایان‌بندی انسانی و روشن داشته باشید
[low] C11 | quantum-understanding-achievement | بدون بخش جمع‌بندی | loc:تیترها | ev: | fix:پایان‌بندی انسانی و روشن داشته باشید
[low] C11 | qubit-types-compared | بدون بخش جمع‌بندی | loc:تیترها | ev: | fix:پایان‌بندی انسانی و روشن داشته باشید
[low] C11 | room-temperature-superconductor | بدون بخش جمع‌بندی | loc:تیترها | ev: | fix:پایان‌بندی انسانی و روشن داشته باشید
[low] C11 | schrodinger-life-equation | بدون بخش جمع‌بندی | loc:تیترها | ev: | fix:پایان‌بندی انسانی و روشن داشته باشید
[low] C11 | simulation-hypothesis-quantum | بدون بخش جمع‌بندی | loc:تیترها | ev: | fix:پایان‌بندی انسانی و روشن داشته باشید
[low] C11 | single-photon-source | بدون بخش جمع‌بندی | loc:تیترها | ev: | fix:پایان‌بندی انسانی و روشن داشته باشید
[low] C11 | solar-cells-photoelectric | بدون بخش جمع‌بندی | loc:تیترها | ev: | fix:پایان‌بندی انسانی و روشن داشته باشید
[low] C11 | spontaneous-parametric-down-conversion | بدون بخش جمع‌بندی | loc:تیترها | ev: | fix:پایان‌بندی انسانی و روشن داشته باشید
[low] C11 | string-theory-quantum | بدون بخش جمع‌بندی | loc:تیترها | ev: | fix:پایان‌بندی انسانی و روشن داشته باشید
[low] C11 | superposition-explained | بدون بخش جمع‌بندی | loc:تیترها | ev: | fix:پایان‌بندی انسانی و روشن داشته باشید
[low] C11 | time-crystal | بدون بخش جمع‌بندی | loc:تیترها | ev: | fix:پایان‌بندی انسانی و روشن داشته باشید
[low] C11 | topological-quantum-computing | بدون بخش جمع‌بندی | loc:تیترها | ev: | fix:پایان‌بندی انسانی و روشن داشته باشید
[low] C11 | topological-superconductivity | بدون بخش جمع‌بندی | loc:تیترها | ev: | fix:پایان‌بندی انسانی و روشن داشته باشید
[low] C11 | transactional-interpretation | بدون بخش جمع‌بندی | loc:تیترها | ev: | fix:پایان‌بندی انسانی و روشن داشته باشید
[low] C11 | what-is-quantum | بدون بخش جمع‌بندی | loc:تیترها | ev: | fix:پایان‌بندی انسانی و روشن داشته باشید
[low] C11 | wheeler-delayed-choice | بدون بخش جمع‌بندی | loc:تیترها | ev: | fix:پایان‌بندی انسانی و روشن داشته باشید
[low] C11 | why-large-objects-dont-superpose | بدون بخش جمع‌بندی | loc:تیترها | ev: | fix:پایان‌بندی انسانی و روشن داشته باشید
[low] C11 | why-quantum-math-works | بدون بخش جمع‌بندی | loc:تیترها | ev: | fix:پایان‌بندی انسانی و روشن داشته باشید
[low] C11 | wigner-friend | بدون بخش جمع‌بندی | loc:تیترها | ev: | fix:پایان‌بندی انسانی و روشن داشته باشید
[low] C11 | willow-chip | بدون بخش جمع‌بندی | loc:تیترها | ev: | fix:پایان‌بندی انسانی و روشن داشته باشید
[low] C11 | zero-point-energy-scam | بدون بخش جمع‌بندی | loc:تیترها | ev: | fix:پایان‌بندی انسانی و روشن داشته باشید
[low] C12 | absolute-zero | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | acceleration-radiation | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | aharonov-bohm-effect | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | alpha-decay | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | anomalous-magnetic-moment | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | antimatter | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | anyon | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | aspect-experiment-1982 | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | atomic-clock-gps | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | attosecond-nobel-2023 | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | axion | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | bb84-protocol | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | bell-experiments | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | bell-inequality | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | bernstein-vazirani-algorithm | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | bird-quantum-compass | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | bitcoin-quantum-threat | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | black-hole-information-paradox | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | bohr-atomic-model | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | bohr-complementarity | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | born-probability | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | bose-einstein-condensate | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | brain-quantum-phenomena | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | casimir-effect | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | cavity-qed | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | circuit-qed | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | coherence | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | coherent-states | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | coin-vs-dice-quantum-uncertainty | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | complementarity-principle | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | continuous-variable-teleportation | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | copenhagen-interpretation | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | cosmic-inflation | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | cosmic-microwave-background | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | cryogenic-electronics | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | crystal-healing-debunked | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | dark-energy-quantum | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | determinism-vs-probability | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | deutsch-jozsa-algorithm | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | device-independent-qkd | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | dilution-refrigerator | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | dipolar-gas | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | dirac-semimetal | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | dna-repair-enzymes | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | does-ai-use-quantum | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | does-quantum-prove-god | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | eigenstate-thermalization | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | einstein-bohr-debate | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | einstein-photoelectric-effect | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | einstein-schrodinger-reality | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | electromagnetically-induced-transparency | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | electron | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | electroweak-theory | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | energy-levels | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | entanglement-myths | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | entanglement-quantum-computers | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | enzyme-quantum-tunneling | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | epr-paradox | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | everything-is-energy-claim | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | exciton | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | fermi-gas | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | feynman-quantum-explainer | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | fiber-optics | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | fine-structure-constant | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | flash-memory | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | fock-state | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | forgotten-women-quantum | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | four-wave-mixing | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | fractional-quantum-hall-effect | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | genetic-mutation | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | ghz-state | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | gluon-w-z-bosons | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | grover-algorithm | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | grw-collapse | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | hardy-paradox | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | harvest-now-decrypt-later | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | heavy-fermion | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | heisenberg-uncertainty-principle | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | heisenberg-ww2 | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | hhl-algorithm | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | higgs-boson | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | holographic-principle | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | homodyne-detection | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | how-lasers-work | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | human-teleportation | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | ibm-condor-processor | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | is-classical-physics-wrong | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | is-many-worlds-real | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | is-the-brain-quantum | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | josephson-junction | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | kondo-effect | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | lamb-shift | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | law-of-attraction-quantum | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | loophole-free-bell-test | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | magnon | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | majorana-fermion | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | majorana-topological | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | many-body-localization | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | many-worlds-interpretation | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | measurement-based-quantum-computing | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | measurement-device-independent-qkd | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | mind-quantum-reality | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | mitochondria-proton-tunneling | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | moore-law-quantum-limit | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | mott-insulator | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | mri-quantum | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | muon-and-tau | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | nanowire | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
[low] C12 | neutrino | بدون پوشش سوءبرداشت رایج | loc:بدنه | ev: | fix:مطابق استاندارد Qpedia، سوءبرداشت‌های رایج اصلاح شود
