post_id,slug,url,status,title,title_len,meta_len,focus_kw,words,sentences,paragraphs,reading_time_min,h2_count,h3_count,has_sources_head,has_faq,has_summary,has_misconception,has_lead,img_total,img_missing_alt,img_empty_alt,img_bad_name,featured_set,featured_alt,featured_w,featured_h,internal_unique,external_unique,broken_n,draft_targets_n,authority_hits,inbound,schema,pubDate,post_date,post_modified,score_A,score_B,score_C,score_D,score_E,score_F,score_G,score_total,grade,issue_n,issue_high,issue_weight,fix_priority
2231,higgs-boson,https://qpedia.ir/higgs-boson/,publish,بوزون هیگز چیست؟,16,156,بوزون هیگز,576,39,12,2.9,8,0,True,True,True,False,False,0,0,0,0,True,True,1670,942,5,1,0,0,1,4,False,"Thu, 03 Sep 2026 15:57:21 +0000",2026-09-03 19:27:21,2026-09-18 02:42:42,16,9,16,15,14,8,2,80,yellow,6,1,14,34.0
2235,nuclear-spin,https://qpedia.ir/nuclear-spin/,publish,اسپین هسته‌ای چیست؟,19,154,اسپین هسته ای,537,35,14,2.7,7,0,True,True,True,False,False,0,0,0,0,True,True,1670,942,5,1,0,0,1,5,False,"Thu, 03 Sep 2026 15:56:56 +0000",2026-09-03 19:26:56,2026-09-03 19:26:56,16,9,16,15,14,8,2,80,yellow,6,1,14,34.0
2250,quantum-supremacy,https://qpedia.ir/quantum-supremacy/,publish,برتری کوانتومی چیست؟,20,157,برتری کوانتومی,595,31,11,3.0,7,0,True,True,True,False,False,0,0,0,0,True,True,1671,941,6,2,0,0,2,10,False,"Thu, 03 Sep 2026 16:59:48 +0000",2026-09-03 20:29:48,2026-09-03 20:29:48,16,9,16,15,14,8,2,80,yellow,6,1,14,34.0
2251,shor-algorithm,https://qpedia.ir/shor-algorithm/,publish,الگوریتم شور چیست؟,18,154,الگوریتم شور,481,27,11,2.4,7,0,True,True,True,False,False,0,0,0,0,True,True,1671,941,5,2,0,0,1,18,False,"Thu, 03 Sep 2026 16:59:57 +0000",2026-09-03 20:29:57,2026-09-18 02:34:53,16,9,16,15,14,8,2,80,yellow,6,1,14,34.0
2253,quantum-error-correction,https://qpedia.ir/quantum-error-correction/,publish,تصحیح خطای کوانتومی چیست؟,25,157,تصحیح خطای کوانتومی,447,28,10,2.2,7,0,True,True,True,False,False,0,0,0,0,True,True,1670,942,6,2,0,0,1,20,False,"Thu, 03 Sep 2026 17:00:44 +0000",2026-09-03 20:30:44,2026-09-18 02:36:31,16,9,16,15,14,8,2,80,yellow,6,1,14,34.0
2256,no-cloning-theorem,https://qpedia.ir/no-cloning-theorem/,publish,قضیهٔ عدم‌کپی چیست؟,19,158,قضیهٔ عدم کپی,438,28,10,2.2,7,0,True,True,True,False,False,0,0,0,0,True,True,1200,675,6,1,0,0,0,8,False,"Thu, 03 Sep 2026 17:00:44 +0000",2026-09-03 20:30:44,2026-09-03 20:30:44,16,9,16,15,14,8,2,80,yellow,6,1,14,34.0
2257,quantum-gate,https://qpedia.ir/quantum-gate/,publish,گیت کوانتومی چیست؟,18,156,گیت کوانتومی,419,27,11,2.1,8,0,True,True,True,False,False,0,0,0,0,True,True,1670,942,7,1,0,0,1,14,False,"Thu, 03 Sep 2026 17:00:44 +0000",2026-09-03 20:30:44,2026-09-18 02:42:14,16,9,16,15,14,8,2,80,yellow,6,1,14,34.0
2258,quantum-simulation,https://qpedia.ir/quantum-simulation/,publish,شبیه‌سازی کوانتومی چیست؟,24,158,شبیه سازی کوانتومی,404,27,11,2.0,8,0,True,True,True,False,False,0,0,0,0,True,True,1670,942,5,2,0,0,2,5,False,"Thu, 03 Sep 2026 17:00:44 +0000",2026-09-03 20:30:44,2026-09-03 20:30:44,16,9,16,15,14,8,2,80,yellow,6,1,14,34.0
2230,neutrino,https://qpedia.ir/neutrino/,publish,نوترینو چیست؟,13,154,نوترینو,558,33,13,2.8,8,0,True,True,True,False,False,0,0,0,0,True,True,1670,942,5,1,0,0,1,6,False,"Thu, 03 Sep 2026 17:01:16 +0000",2026-09-03 20:31:16,2026-09-18 02:21:49,16,9,16,15,14,8,2,80,yellow,6,1,14,34.0
2233,standard-model,https://qpedia.ir/standard-model/,publish,مدل استاندارد چیست؟,19,154,مدل استاندارد,536,36,12,2.7,8,0,True,True,True,False,False,0,0,0,0,True,True,1670,941,5,1,0,0,1,7,False,"Thu, 03 Sep 2026 17:01:16 +0000",2026-09-03 20:31:16,2026-09-18 02:22:39,16,9,16,15,14,8,2,80,yellow,6,1,14,34.0
2240,coherence,https://qpedia.ir/coherence/,publish,همدوسی چیست؟,12,153,همدوسی,429,27,11,2.1,6,0,True,True,True,False,False,0,0,0,0,True,True,1670,942,6,1,0,0,1,13,False,"Fri, 04 Sep 2026 13:39:24 +0000",2026-09-04 17:09:24,2026-09-04 17:09:47,16,9,16,15,14,8,2,80,yellow,6,1,14,34.0
2241,absolute-zero,https://qpedia.ir/absolute-zero/,publish,صفر مطلق چیست؟,14,155,صفر مطلق,431,33,12,2.2,7,0,True,True,True,False,False,0,0,0,0,True,True,1670,942,5,1,0,0,1,14,False,"Thu, 03 Sep 2026 17:02:34 +0000",2026-09-03 20:32:34,2026-09-18 01:10:58,16,9,16,15,14,8,2,80,yellow,6,1,14,34.0
2243,stimulated-emission,https://qpedia.ir/stimulated-emission/,publish,گسیل تحریکی چیست؟,17,157,گسیل تحریکی,480,30,11,2.4,7,0,True,True,True,False,False,0,0,0,0,True,True,1670,941,5,1,0,0,1,3,False,"Thu, 03 Sep 2026 17:02:34 +0000",2026-09-03 20:32:34,2026-09-19 04:58:21,16,9,16,15,14,8,2,80,yellow,6,1,14,34.0
3348,dilution-refrigerator,https://qpedia.ir/dilution-refrigerator/,publish,یخچال رقیق‌سازی؛ چگونه به چند میلی‌کلوین می‌رسیم؟,49,127,یخچال رقیق‌سازی,379,30,17,1.9,8,0,True,True,True,False,False,0,0,0,0,True,True,1200,675,2,4,1,0,4,1,True,"Mon, 21 Sep 2026 05:44:54 +0000",2026-09-21 09:14:54,2026-09-21 09:14:54,18,10,18,15,9,8,2,80,yellow,4,2,14,34.0
299,quantum-tunneling,https://qpedia.ir/quantum-tunneling/,publish,تونل‌زنی کوانتومی؛ پدیده‌ای که بدونش خورشید نمی‌تابید,53,109,تونل زنی کوانتومی پدیده ای,1093,79,22,5.5,11,4,True,False,True,True,True,1,0,0,0,True,True,1672,941,4,0,0,0,0,15,False,"Sat, 22 Aug 2026 20:59:03 +0000",2026-08-23 00:29:03,2026-09-18 02:12:22,15,5,16,16,13,8,6,79,yellow,6,0,12,33.6
2535,wigner-friend,https://qpedia.ir/wigner-friend/,publish,پارادوکس دوست ویگنر؛ آیا واقعیت برای همه یکی است؟,49,95,پارادوکس دوست ویگنر واقعیت همه,1146,87,31,5.7,8,3,True,True,False,True,False,0,0,0,0,True,True,1671,941,11,5,0,0,5,4,False,"Sat, 05 Sep 2026 23:15:33 +0000",2026-09-06 02:45:33,2026-09-18 02:02:31,13,5,20,15,16,8,2,79,yellow,6,0,12,33.6
2537,simulation-hypothesis-quantum,https://qpedia.ir/simulation-hypothesis-quantum/,publish,آیا جهان یک شبیه سازی است؟ نقد سه استدلال کوانتومی,50,109,جهان یک شبیه سازی نقد,1135,90,36,5.7,9,0,True,True,False,True,False,0,0,0,0,True,True,1670,942,7,5,0,0,5,0,False,"Sat, 05 Sep 2026 23:15:33 +0000",2026-09-06 02:45:33,2026-09-18 02:51:43,15,5,20,15,16,6,2,79,yellow,6,0,12,33.6
2753,quantum-repeater,https://qpedia.ir/quantum-repeater/,publish,ریپیتر کوانتومی؛ چاپارخانهٔ درهم تنیدگی,39,158,ریپیتر کوانتومی چاپارخانهٔ درهم تنیدگی,899,87,22,4.5,6,0,True,True,False,False,False,0,0,0,0,True,True,1671,941,7,3,0,0,3,7,False,"Mon, 14 Sep 2026 16:30:35 +0000",2026-09-14 20:00:35,2026-09-19 04:27:54,16,5,18,15,16,8,0,78,yellow,6,0,10,33.0
2758,lamb-shift,https://qpedia.ir/lamb-shift/,publish,شکاف لمب؛ دو تراز که نباید جدا می شدند,38,156,شکاف لمب دو تراز نباید,884,88,21,4.4,6,0,True,True,False,False,False,0,0,0,0,True,True,1200,675,10,3,0,0,2,3,False,"Mon, 14 Sep 2026 16:30:35 +0000",2026-09-14 20:00:35,2026-09-14 20:00:35,16,5,18,15,16,8,0,78,yellow,6,0,10,33.0
2759,topological-superconductivity,https://qpedia.ir/topological-superconductivity/,publish,ابررسانایی توپولوژیک؛ زوج با گره در لبه,39,155,ابررسانایی توپولوژیک زوج گره لبه,879,86,21,4.4,6,0,True,True,False,False,False,0,0,0,0,True,True,1200,675,6,3,0,0,3,2,False,"Mon, 14 Sep 2026 16:30:35 +0000",2026-09-14 20:00:35,2026-09-18 02:28:45,16,5,18,15,16,8,0,78,yellow,6,0,10,33.0
3442,quantum-electrodynamics,https://qpedia.ir/quantum-electrodynamics/,publish,الکترودینامیک کوانتومی؛ نظریه‌ای که نور و بار را با دقت بی‌سابقه پیوند می‌دهد,77,123,الکترودینامیک کوانتومی,341,31,17,1.7,8,0,True,True,True,False,False,0,0,0,0,True,True,1200,675,3,4,0,0,4,0,True,"Sun, 20 Sep 2026 19:31:41 +0000",2026-09-20 23:01:41,2026-09-20 23:01:42,14,9,18,15,16,6,2,80,yellow,5,1,13,33.0
3458,quantum-kernel,https://qpedia.ir/quantum-kernel/,publish,هستهٔ کوانتومی؛ آیا نگاشت داده به فضای کیوبیت‌ها یادگیری را بهتر می‌کند؟,72,131,هستهٔ کوانتومی,392,35,17,2.0,8,0,True,True,True,False,False,0,0,0,0,True,True,1200,675,3,4,0,0,4,1,True,"Mon, 21 Sep 2026 05:44:55 +0000",2026-09-21 09:14:55,2026-09-21 09:14:55,14,7,18,15,16,8,2,80,yellow,5,1,13,33.0
567,heisenberg-uncertainty-principle,https://qpedia.ir/heisenberg-uncertainty-principle/,publish,اصل عدم قطعیت هایزنبرگ به زبان ساده,35,114,اصل عدم قطعیت هایزنبرگ,832,44,13,4.2,6,0,True,True,False,False,False,0,0,0,0,True,True,1671,941,4,0,0,0,0,11,False,"Tue, 01 Sep 2026 05:31:13 +0000",2026-09-01 09:01:13,2026-09-03 02:57:03,15,10,14,15,13,8,0,75,yellow,4,0,6,32.5
291,quantum-measurement,https://qpedia.ir/quantum-measurement/,publish,اندازه‌گیری و فروپاشی در کوانتوم؛ بزرگ‌ترین درزِ مکانیک کوانتومی,64,125,اندازه گیری فروپاشی کوانتوم بزرگ,1159,91,25,5.8,11,4,True,False,True,True,True,1,0,0,0,True,True,1671,941,4,0,0,0,0,39,False,"Thu, 03 Sep 2026 00:08:59 +0000",2026-09-03 03:38:59,2026-09-16 00:39:23,16,5,16,16,13,8,6,80,green,6,0,12,32.0
2088,entanglement-quantum-computers,https://qpedia.ir/entanglement-quantum-computers/,publish,درهم‌تنیدگی در کامپیوترهای کوانتومی امروزی,42,106,درهم تنیدگی کامپیوترهای کوانتومی امروزی,947,50,0,4.7,7,0,True,True,False,False,False,0,0,0,0,True,True,1672,940,6,3,0,0,3,3,False,"Wed, 02 Sep 2026 17:36:28 +0000",2026-09-02 21:06:28,2026-09-03 02:42:08,15,5,20,15,16,8,0,79,yellow,6,0,10,31.5
2094,einstein-bohr-debate,https://qpedia.ir/einstein-bohr-debate/,publish,نبرد اینشتین و بور بر سر معنای کوانتوم,38,109,نبرد اینشتین بور بر سر,917,51,0,4.6,8,0,True,True,False,False,False,0,0,0,0,True,True,1672,941,6,3,0,0,3,3,False,"Wed, 02 Sep 2026 17:36:29 +0000",2026-09-02 21:06:29,2026-09-03 02:34:28,15,5,20,15,16,8,0,79,yellow,6,0,10,31.5
2096,solar-cells-photoelectric,https://qpedia.ir/solar-cells-photoelectric/,publish,پنل خورشیدی و اثر فوتوالکتریک؛ تبدیل نور به جریان زندگی,55,103,پنل خورشیدی اثر فوتوالکتریک تبدیل,962,50,0,4.8,8,0,True,True,False,False,False,0,0,0,0,True,True,1671,941,5,3,0,0,2,1,False,"Wed, 02 Sep 2026 23:09:07 +0000",2026-09-03 02:39:07,2026-09-03 02:39:08,15,5,20,15,16,8,0,79,yellow,6,0,10,31.5
2087,quantum-sensors,https://qpedia.ir/quantum-sensors/,publish,حسگرهای کوانتومی؛ آیندهٔ دقت اندازه‌گیری,40,113,حسگرهای کوانتومی آیندهٔ دقت اندازه,1079,63,0,5.4,8,0,True,True,False,False,False,0,0,0,0,True,True,1670,942,6,3,0,0,2,10,False,"Wed, 02 Sep 2026 23:17:09 +0000",2026-09-03 02:47:09,2026-09-18 02:10:28,15,5,20,15,16,8,0,79,yellow,6,0,10,31.5
505,electron,https://qpedia.ir/electron/,publish,الکترون چیست؟ ویژگی‌ها، نقش در اتم و برق,40,117,الکترون ویژگی ها، نقش اتم,899,56,19,4.5,13,0,True,False,True,False,False,0,0,0,0,True,True,1670,942,9,3,0,0,3,30,False,"Wed, 02 Sep 2026 23:46:13 +0000",2026-09-03 03:16:13,2026-09-03 03:16:14,15,5,18,15,16,8,2,79,yellow,6,0,10,31.5
2478,holographic-principle,https://qpedia.ir/holographic-principle/,publish,اصل هولوگرافیک؛ آیا جهان ما یک هولوگرام است؟,44,119,اصل هولوگرافیک جهان ما یک,1174,75,24,5.9,8,0,True,True,False,False,False,0,0,0,0,True,True,1670,942,5,3,0,0,3,2,False,"Sat, 05 Sep 2026 19:09:44 +0000",2026-09-05 22:39:44,2026-09-05 22:39:44,15,5,20,15,16,8,0,79,yellow,6,0,10,31.5
2479,post-quantum-cryptography,https://qpedia.ir/post-quantum-cryptography/,publish,رمزنگاری پساکوانتومی؛ قفل های تازهٔ اینترنت,43,117,رمزنگاری پساکوانتومی قفل های تازهٔ,1148,78,27,5.7,8,0,True,True,False,False,False,0,0,0,0,True,True,1200,675,5,3,0,0,2,9,False,"Sat, 05 Sep 2026 19:09:44 +0000",2026-09-05 22:39:44,2026-09-05 22:39:44,15,5,20,15,16,8,0,79,yellow,6,0,10,31.5
2480,quantum-chemistry,https://qpedia.ir/quantum-chemistry/,publish,شیمی کوانتومی چیست؟ چرا دستتان از دیوار رد نمی شود,50,101,شیمی کوانتومی دستتان دیوار رد,1197,84,26,6.0,7,0,True,True,False,False,False,0,0,0,0,True,True,1670,942,6,3,0,0,2,4,False,"Sat, 05 Sep 2026 19:09:44 +0000",2026-09-05 22:39:44,2026-09-18 02:09:59,15,5,20,15,16,8,0,79,yellow,6,0,10,31.5
2485,quantum-healing-debunked,https://qpedia.ir/quantum-healing-debunked/,publish,شفای کوانتومی؛ چرا این ادعا شبه علم است؟,40,114,شفای کوانتومی ادعا شبه علم,1195,80,30,6.0,9,0,True,True,False,False,False,0,0,0,0,True,True,1670,942,7,3,0,0,2,4,False,"Sat, 05 Sep 2026 19:09:44 +0000",2026-09-05 22:39:44,2026-09-19 05:12:54,15,5,20,15,16,8,0,79,yellow,6,0,10,31.5
2486,string-theory-quantum,https://qpedia.ir/string-theory-quantum/,publish,نظریهٔ ریسمان و کوانتوم؛ جهان از جنس نت است؟,44,113,نظریهٔ ریسمان کوانتوم جهان جنس,1144,78,25,5.7,8,0,True,True,False,False,False,0,0,0,0,True,True,1670,942,4,3,0,0,3,1,False,"Sat, 05 Sep 2026 19:09:44 +0000",2026-09-05 22:39:44,2026-09-18 02:08:33,15,5,20,15,16,8,0,79,yellow,6,0,10,31.5
2487,time-crystal,https://qpedia.ir/time-crystal/,publish,کریستال زمان چیست؟ ماده ای که در زمان تکرار می شود,50,107,کریستال زمان ماده ای زمان,1139,82,27,5.7,8,0,True,True,False,False,False,0,0,0,0,True,True,1672,941,4,3,0,0,3,1,False,"Sat, 05 Sep 2026 19:09:44 +0000",2026-09-05 22:39:44,2026-09-19 05:18:20,15,5,20,15,16,8,0,79,yellow,6,0,10,31.5
2490,ibm-condor-processor,https://qpedia.ir/ibm-condor-processor/,publish,پردازندهٔ IBM Condor؛ چرا هزار کیوبیت کافی نیست,47,114,پردازندهٔ IBM Condor هزار کیوبیت,980,66,26,4.9,8,0,True,True,False,False,False,0,0,0,0,True,True,1672,940,4,3,0,0,3,4,False,"Sat, 05 Sep 2026 19:35:17 +0000",2026-09-05 23:05:17,2026-09-05 23:05:17,15,5,20,15,16,8,0,79,yellow,6,0,10,31.5
2491,pet-scan-antimatter,https://qpedia.ir/pet-scan-antimatter/,publish,پادماده در پزشکی؛ اسکن پت چطور کار می کند؟,42,117,پادماده پزشکی اسکن پت چطور,1045,77,30,5.2,8,0,True,True,False,False,False,0,0,0,0,True,True,1672,941,6,3,0,0,3,1,False,"Sat, 05 Sep 2026 19:35:17 +0000",2026-09-05 23:05:17,2026-09-18 02:07:08,15,5,20,15,16,8,0,79,yellow,6,0,10,31.5
2494,quantum-internet-satellite,https://qpedia.ir/quantum-internet-satellite/,publish,اینترنت کوانتومی فضایی؛ ماجرای ماهوارهٔ میسیوس,46,103,اینترنت کوانتومی فضایی ماجرای ماهوارهٔ,1111,80,33,5.6,9,0,True,True,False,False,False,0,0,0,0,True,True,1670,942,5,3,0,0,3,3,False,"Sat, 05 Sep 2026 19:35:17 +0000",2026-09-05 23:05:17,2026-09-18 02:32:00,15,5,20,15,16,8,0,79,yellow,6,0,10,31.5
2495,quantum-machine-learning,https://qpedia.ir/quantum-machine-learning/,publish,یادگیری ماشین کوانتومی؛ وعده ها و واقعیت ها,43,112,یادگیری ماشین کوانتومی وعده ها,1046,74,26,5.2,8,0,True,True,False,False,False,0,0,0,0,True,True,1670,942,3,3,0,0,3,6,False,"Sat, 05 Sep 2026 19:35:17 +0000",2026-09-05 23:05:17,2026-09-18 02:33:02,15,5,20,15,16,8,0,79,yellow,6,0,10,31.5
2496,quantum-radar,https://qpedia.ir/quantum-radar/,publish,رادار کوانتومی؛ آیا جنگندهٔ رادارگریز را می بیند؟,49,119,رادار کوانتومی جنگندهٔ رادارگریز می,1126,80,28,5.6,8,0,True,True,False,False,False,0,0,0,0,True,True,1670,942,4,3,0,0,3,5,False,"Sat, 05 Sep 2026 19:35:17 +0000",2026-09-05 23:05:17,2026-09-05 23:05:17,15,5,20,15,16,8,0,79,yellow,6,0,10,31.5
2497,quantum-spin-liquid,https://qpedia.ir/quantum-spin-liquid/,publish,مایع اسپینی کوانتومی؛ ماده ای که هرگز آرام نمی گیرد,51,119,مایع اسپینی کوانتومی ماده ای,1036,70,26,5.2,7,0,True,True,False,False,False,0,0,0,0,True,True,1671,941,4,3,0,0,3,4,False,"Sat, 05 Sep 2026 19:35:17 +0000",2026-09-05 23:05:17,2026-09-19 05:27:34,15,5,20,15,16,8,0,79,yellow,6,0,10,31.5
2500,black-hole-information-paradox,https://qpedia.ir/black-hole-information-paradox/,publish,پارادوکس اطلاعات سیاه چاله؛ معمای هاوکینگ,41,110,پارادوکس اطلاعات سیاه چاله معمای,1151,70,21,5.8,8,3,True,True,False,False,False,0,0,0,0,True,True,1672,940,3,5,0,0,5,1,False,"Sat, 05 Sep 2026 19:55:55 +0000",2026-09-05 23:25:55,2026-09-05 23:25:55,15,5,20,15,16,8,0,79,yellow,6,0,10,31.5
2527,quantum-random-number-generator,https://qpedia.ir/quantum-random-number-generator/,publish,عدد تصادفی کوانتومی؛ تنها تصادف واقعی جهان,42,105,عدد تصادفی کوانتومی تنها تصادف,1080,95,28,5.4,8,2,True,True,False,False,False,0,0,0,0,True,True,1672,941,6,5,0,0,5,3,False,"Sat, 05 Sep 2026 23:04:03 +0000",2026-09-06 02:34:03,2026-09-18 01:59:25,15,5,20,15,16,8,0,79,yellow,6,0,10,31.5
2528,room-temperature-superconductor,https://qpedia.ir/room-temperature-superconductor/,publish,ابررسانای دمای اتاق؛ درس LK-99 دربارهٔ هیجان علمی,49,118,ابررسانای دمای اتاق درس LK-99,1009,84,27,5.0,8,0,True,True,False,False,False,0,0,0,0,True,True,1200,675,3,5,0,0,4,1,False,"Sat, 05 Sep 2026 23:04:03 +0000",2026-09-06 02:34:03,2026-09-06 02:34:03,15,5,20,15,16,8,0,79,yellow,6,0,10,31.5
2248,scanning-tunneling-microscope,https://qpedia.ir/scanning-tunneling-microscope/,publish,میکروسکوپ تونلی چیست؟,21,157,میکروسکوپ تونلی,478,34,11,2.4,8,0,True,True,True,False,False,0,0,0,0,True,True,1672,941,6,1,0,0,1,4,False,"Thu, 03 Sep 2026 17:01:16 +0000",2026-09-03 20:31:16,2026-09-18 02:21:16,16,10,16,15,14,8,2,81,yellow,5,1,13,31.3
2252,grover-algorithm,https://qpedia.ir/grover-algorithm/,publish,الگوریتم گروور چیست؟,20,157,الگوریتم گروور,457,29,10,2.3,7,0,True,True,True,False,False,0,0,0,0,True,True,1671,941,5,2,0,0,0,7,False,"Thu, 03 Sep 2026 17:00:44 +0000",2026-09-03 20:30:44,2026-09-18 02:17:46,16,9,16,15,14,8,2,80,yellow,5,1,11,31.0
2254,bose-einstein-condensate,https://qpedia.ir/bose-einstein-condensate/,publish,چگالش بوز-اینشتین چیست؟,23,154,چگالش بوز-اینشتین,503,29,11,2.5,8,0,True,True,True,False,False,0,0,0,0,True,True,1672,940,6,1,0,0,1,4,False,"Thu, 03 Sep 2026 17:00:44 +0000",2026-09-03 20:30:44,2026-09-03 20:30:44,16,9,16,15,14,8,2,80,yellow,5,1,11,31.0
2259,pilot-wave,https://qpedia.ir/pilot-wave/,publish,تفسیر دوبروی-بوهم چیست؟,23,155,تفسیر دوبروی-بوهم,467,27,11,2.3,8,0,True,True,True,False,False,0,0,0,0,True,True,1670,942,6,1,0,0,1,1,False,"Thu, 03 Sep 2026 17:01:16 +0000",2026-09-03 20:31:16,2026-09-18 02:37:44,16,9,16,15,14,8,2,80,yellow,5,1,11,31.0
3432,quantum-logic,https://qpedia.ir/quantum-logic/,publish,منطق کوانتومی؛ چرا گزاره‌های آزمایش مانند مجموعه‌های معمولی رفتار نمی‌کنند؟,75,150,منطق کوانتومی,332,34,17,1.7,8,0,True,True,True,False,False,0,0,0,0,True,True,1200,675,3,4,0,0,3,0,True,"Sun, 20 Sep 2026 15:39:33 +0000",2026-09-20 19:09:33,2026-09-20 19:34:15,14,10,18,15,16,6,2,81,yellow,4,1,12,30.4
3426,quantum-contextuality,https://qpedia.ir/quantum-contextuality/,publish,زمینه‌مندی کوانتومی؛ چرا نتیجه را نمی‌توان مستقل از شیوه اندازه‌گیری دانست؟,75,147,زمینه‌مندی کوانتومی,365,33,17,1.8,8,0,True,True,True,False,False,0,0,0,0,True,True,1200,675,3,4,0,0,4,2,True,"Mon, 21 Sep 2026 05:44:55 +0000",2026-09-21 09:14:55,2026-09-21 09:14:55,14,8,18,15,16,8,2,81,yellow,4,1,12,30.4
2482,quantum-darwinism,https://qpedia.ir/quantum-darwinism/,publish,داروینیسم کوانتومی؛ چرا همه یک واقعیت می بینیم؟,47,130,داروینیسم کوانتومی همه یک واقعیت,1182,83,26,5.9,8,0,True,True,False,False,False,0,0,0,0,True,True,1670,941,6,3,0,0,3,2,False,"Sat, 05 Sep 2026 19:09:44 +0000",2026-09-05 22:39:44,2026-09-18 02:07:37,16,5,20,15,16,8,0,80,green,6,0,10,30.0
2533,josephson-junction,https://qpedia.ir/josephson-junction/,publish,پیوند جوزفسون؛ قلب تپندهٔ کامپیوتر کوانتومی,43,121,پیوند جوزفسون قلب تپندهٔ کامپیوتر,1127,82,30,5.6,9,0,True,True,False,False,False,0,0,0,0,True,True,1200,675,13,5,0,0,5,6,False,"Sat, 05 Sep 2026 23:15:33 +0000",2026-09-06 02:45:33,2026-09-06 02:45:33,16,5,20,15,16,8,0,80,green,6,0,10,30.0
2742,muon-and-tau,https://qpedia.ir/muon-and-tau/,publish,میون و تاو؛ پسرعموهای سنگین الکترون,35,154,میون تاو پسرعموهای سنگین الکترون,989,80,23,4.9,7,0,True,True,False,False,False,0,0,0,0,True,True,1200,675,5,4,0,0,2,1,False,"Thu, 10 Sep 2026 03:58:40 +0000",2026-09-10 07:28:40,2026-09-10 07:28:40,16,5,20,15,16,8,0,80,green,6,0,10,30.0
2743,proton-neutron-quark-structure,https://qpedia.ir/proton-neutron-quark-structure/,publish,پروتون از چه ساخته شده؟ کوارک کافی نیست,39,157,پروتون ساخته شده کوارک کافی,989,87,22,4.9,7,0,True,True,False,False,False,0,0,0,0,True,True,1200,675,6,4,0,0,3,2,False,"Thu, 10 Sep 2026 12:49:07 +0000",2026-09-10 16:19:07,2026-09-10 16:19:07,16,5,20,15,16,8,0,80,green,6,0,10,30.0
2745,quantum-long-term-memory,https://qpedia.ir/quantum-long-term-memory/,publish,حافظه بلندمدت مغز کوانتومی است؟,31,152,حافظه بلندمدت مغز کوانتومی,1116,99,29,5.6,7,0,True,True,False,False,False,0,0,0,0,True,True,1200,675,5,3,0,0,2,0,False,"Wed, 09 Sep 2026 06:23:07 +0000",2026-09-09 09:53:07,2026-09-09 09:53:07,16,7,20,15,16,6,0,80,green,6,0,10,30.0
2747,nobel-physics-2012,https://qpedia.ir/nobel-physics-2012/,publish,نوبل فیزیک ۲۰۱۲؛ یک ذره را گرفتند و نکشتند,42,153,نوبل فیزیک ۲۰۱۲ یک ذره,980,85,22,4.9,7,0,True,True,False,False,False,0,0,0,0,True,True,1200,675,7,3,0,0,2,1,False,"Mon, 14 Sep 2026 16:30:35 +0000",2026-09-14 20:00:35,2026-09-14 20:00:35,16,5,20,15,16,8,0,80,green,6,0,10,30.0
2750,wheeler-delayed-choice,https://qpedia.ir/wheeler-delayed-choice/,publish,انتخاب تأخیری ویلر؛ فوتون از قبل تصمیم نگرفته,45,153,انتخاب تأخیری ویلر فوتون قبل,971,86,22,4.9,7,0,True,True,False,False,False,0,0,0,0,True,True,1671,941,7,3,0,0,3,1,False,"Mon, 14 Sep 2026 16:30:35 +0000",2026-09-14 20:00:35,2026-09-18 02:25:53,16,5,20,15,16,8,0,80,green,6,0,10,30.0
2751,topological-quantum-computing,https://qpedia.ir/topological-quantum-computing/,publish,کامپیوتر توپولوژیک؛ گره ای که خطا را نمی بیند,45,158,کامپیوتر توپولوژیک گره ای خطا,1011,91,24,5.1,7,0,True,True,False,False,False,0,0,0,0,True,True,1671,941,8,3,0,0,3,1,False,"Wed, 09 Sep 2026 14:32:10 +0000",2026-09-09 18:02:10,2026-09-09 18:02:10,16,5,20,15,16,8,0,80,green,6,0,10,30.0
2752,qubit-types-compared,https://qpedia.ir/qubit-types-compared/,publish,سه جور کیوبیت؛ ابررسانا، یون و فوتون,36,156,سه جور کیوبیت ابررسانا، یون,903,95,24,4.5,7,0,True,True,False,False,False,0,0,0,0,True,True,1200,675,14,3,0,0,3,3,False,"Mon, 14 Sep 2026 16:30:35 +0000",2026-09-14 20:00:35,2026-09-14 20:00:35,16,5,20,15,16,8,0,80,green,6,0,10,30.0
2754,bb84-protocol,https://qpedia.ir/bb84-protocol/,publish,پروتکل BB84؛ قفل با فوتون نه با عدد سخت,39,154,پروتکل BB84 قفل فوتون نه,934,92,22,4.7,6,0,True,True,False,False,False,0,0,0,0,True,True,1200,675,8,3,0,0,3,5,False,"Mon, 14 Sep 2026 16:30:35 +0000",2026-09-14 20:00:35,2026-09-14 20:00:35,16,5,20,15,16,8,0,80,green,6,0,10,30.0
2757,aharonov-bohm-effect,https://qpedia.ir/aharonov-bohm-effect/,publish,اثر آهارونوف-بوهم؛ فاز بدون میدان محلی,38,155,اثر آهارونوف-بوهم فاز بدون میدان,900,87,21,4.5,6,0,True,True,False,False,False,0,0,0,0,True,True,1200,675,6,3,0,0,3,1,False,"Mon, 14 Sep 2026 16:30:35 +0000",2026-09-14 20:00:35,2026-09-14 20:00:35,16,5,20,15,16,8,0,80,green,6,0,10,30.0
